lexicon,polarity,origin
ونت_ضعيف,-1,KSA
ونتهم_فاشل,-1,KSA
ونشر_الخمور,-1,KSA
ونطبل_له,-1,KSA
ونفذتها_القاعدها,-1,KSA
ونهب_قوت,-1,KSA
ويطعن_علمائنا,-1,KSA
ويلعبون_فيه,-1,KSA
ويمسح_بهم,-1,KSA
ويموت_ضميرها,-1,KSA
وينهار_اقتصادكم,-1,KSA
جمهور_الطواقي,-1,KSA
يا_خرونجات,-1,KSA
يا_شين,-1,KSA
يا_صيع,-1,KSA
يا_قطيع,-1,KSA
يا_نصابين,-1,KSA
يا_بن_الحرام,-1,KSA
يا_حثالة_البشر,-1,KSA
يا_حسافة_بس,-1,KSA
يا_خوفي_يفصلوني,-1,KSA
يا_عباد_الصليب,-1,KSA
يا_عديم_الانسانيه,-1,KSA
يا_كل_تبن,-1,KSA
يا_كل_خري,-1,KSA
يا_كل_هواء,-1,KSA
يا_نبهم_ضميرهم,-1,KSA
يبكي_وجع,-1,KSA
يبون_فلوس,-1,KSA
يبيح_الشذوذ,-1,KSA
يبيع_بخساره,-1,KSA
يتاجرون_بالبشر,-1,KSA
يتالم_ويقلق,-1,KSA
يتالمون_ويقلقون,-1,KSA
يتجاوز_الشهر,-1,KSA
يتجاوز_كثيرا,-1,KSA
يتحكم_بالناس,-1,KSA
يتحملون_غلطة,-1,KSA
يتساهلون_بالعمل,-1,KSA
يتعاطي_الحشيش,-1,KSA
يثير_الفتنة,-1,KSA
يجعلكم_الساحق,-1,KSA
يجيب_العيد,-1,KSA
يجيك_داعس,-1,KSA
يجيك_مدرعم,-1,KSA
يحتقر_المراه,-1,KSA
يحطم_حلم,-1,KSA
يحطم_كراسيهم,-1,KSA
يخرب_علينا,-1,KSA
يخرمون_اليد,-1,KSA
يخفي_اتهام,-1,KSA
يدعون_الوطنيه,-1,KSA
يدور_الخنبقه,-1,KSA
يربط_لسانه,-1,KSA
يرهن_عمره,-1,KSA
يريدون_الانحلال,-1,KSA
يزرعون_فتنة,-1,KSA
يزيدون_البطالة,-1,KSA
يساق_كالاغنام,-1,KSA
يسبب_التراجع,-1,KSA
يستاهلون_المقاطعة,-1,KSA
يسرح_ويمرح,-1,KSA
يسرقون_فلوس,-1,KSA
يسقط_رموزه,-1,KSA
يشرعن_للفساد,-1,KSA
يشفط_البنك,-1,KSA
يشوهون_الدعاه,-1,KSA
يصيبك_بمرض,-1,KSA
يصيبك_جنان,-1,KSA
يصيبه_مرض,-1,KSA
يضحكون_علينا,-1,KSA
يضخم_اخطاء,-1,KSA
يطردمع_الباب,-1,KSA
يعانون_معاناه,-1,KSA
يعبد_امريكا,-1,KSA
يعض_الارض,-1,KSA
يعلقه_باذنيه,-1,KSA
يعور_القلبب,-1,KSA
يغلط_قدامي,-1,KSA
يفصلون_السعودين,-1,KSA
يقطع_روحه,-1,KSA
يقطعكم_تقطيع,-1,KSA
يقطعون_ارزاق,-1,KSA
يكفي_عبودية,-1,KSA
يلعن_خيره,-1,KSA
يلمز_ويسخر,-1,KSA
يمسس_مكوته,-1,KSA
يمص_شفايف,-1,KSA
يموت_ضميرها,-1,KSA
ينثر_ترابه,-1,KSA
ينشر_الفاحشة,-1,KSA
ينعل_والديك,-1,KSA
ينهار_اقتصادكم,-1,KSA
الحرس_الجمهوري,-1,KSA
المصالح_الشخصية,-1,KSA
الله_يعلق,-1,KSA
الله_يلغي,-1,KSA
شنيتوا_حملة,-1,KSA
مع_نفسك,-1,KSA
لا_يخرب,-1,KSA
ابن_حلال,1,EG
احلي_حاجه,1,EG
احنا_معاك,1,EG
اشرف_ناس,1,EG
اشرف_واحد,1,EG
الحمد_الله,1,EG
الذوق_الرفيع,1,EG
الف_شكر,1,EG
الله_اكبر,1,EG
الله_عليك,1,EG
الله_غالب,1,EG
الله_يحميك,1,EG
الله_يحميكم,1,EG
الله_يكون_في_عون,1,EG
الله_يمسيك_بالخير,1,EG
الله_يمسيه_بالخير,1,EG
الله_ينور,1,EG
انا_معاك,1,EG
ايوه_كده,1,EG
اهو_كدة,1,EG
بارك_الله_فيك,1,EG
بحبك_موت,1,EG
بكره_احلي,1,EG
تسلم_اديك,1,EG
تسلم_ايدك,1,EG
جامد_اوي,1,EG
جامدة_اوي,1,EG
جزاك_الله_خيرا,1,EG
حبياب_قلبي,1,EG
حبيب_قلبي,1,EG
حبيبه_قلبي,1,EG
حر_طليق,1,EG
حسن_نيه,1,EG
دمه_خفيف,1,EG
ربنا_معاك,1,EG
ربنا_معاكم,1,EG
ربنا_يبارك,1,EG
ربنا_يحمي,1,EG
ربنا_يحميك,1,EG
ربنا_يزيد,1,EG
ربنا_يزيد_ويبارك,1,EG
ربنا_يسعدك,1,EG
ربنا_يكتر_من,1,EG
ربنا_يكثر_من,1,EG
ربنا_يكثر_من_امثالك,1,EG
ربنا_يكرمك,1,EG
ربنا_يوفقك,1,EG
زي_العسل,1,EG
سرعة_بديهه,1,EG
سلم_ايدك,1,EG
صباح_الورد,1,EG
صفحة_جديدة,1,EG
عداك_العيب,1,EG
عندك_حق,1,EG
عين_العقل,1,EG
فوق_الشبهات,1,EG
في_حفظ_الله,1,EG
في_الصميم,1,EG
كتر_خيرك,1,EG
كتر_خيرهم,1,EG
كلنا_معك,1,EG
لافض_فوك,1,EG
ما_شاء_الله,1,EG
ماشاء_الله,1,EG
مر_مرور_الكرام,1,EG
معاك_حق,1,EG
معك_حق,1,EG
من_حسن_الحظ,1,EG
منصور_باذن_الله,1,EG
موفق_باذن_الله,1,EG
موفقين_باذن_الله,1,EG
هو_ده_الشغل,1,EG
يبكي_من_الفرح,1,EG
يسلم_فمك,1,EG
يسلم_فومك,1,EG
راقي,1,EG
متفائله,1,EG
ابتسام,1,EG
اتبسط,1,EG
اتشرفت,1,EG
اتطوع,1,EG
اجلال,1,EG
اجمد,1,EG
احباب,1,EG
احبب,1,EG
احترامك,1,EG
احرار,1,EG
احسان,1,EG
احيك,1,EG
اختراع,1,EG
اخلاص,1,EG
اخلاق,1,EG
اخوه,1,EG
ادعم,1,EG
استاذ,1,EG
استفاد,1,EG
استقرار,1,EG
اشجع,1,EG
اشراف,1,EG
اصيل,1,EG
اطيب,1,EG
اظرف,1,EG
اعجاب,1,EG
اعجبتني,1,EG
اعشق,1,EG
افراج,1,EG
اقدر,1,EG
اكتساح,1,EG
اكرم,1,EG
التزم,1,EG
الذ,1,EG
امانته,1,EG
امانه,1,EG
امين,1,EG
انبسط,1,EG
انبسطت,1,EG
انبسطوا,1,EG
انتصر,1,EG
انسب,1,EG
انصار,1,EG
انظف,1,EG
انيق,1,EG
اهم,1,EG
اهنيك,1,EG
اؤيدك,1,EG
ايجاب,1,EG
ايمان,1,EG
ايمانك,1,EG
باحبك,1,EG
باحترمك,1,EG
بارع,1,EG
بالسلامه,1,EG
بانبسط,1,EG
بتحبك,1,EG
بتحترم,1,EG
بتحترمك,1,EG
بتزغرط,1,EG
بتفهم,1,EG
بتنجح,1,EG
بحبك,1,EG
بحبكو,1,EG
بحبه,1,EG
بحبها,1,EG
بحبوا,1,EG
بحترمك,1,EG
بحترمو,1,EG
بديع,1,EG
بر,1,EG
برافو,1,EG
برع,1,EG
بركاتك,1,EG
برنس,1,EG
بريئه,1,EG
برئ,1,EG
بعتذر,1,EG
بنحبك,1,EG
بهج,1,EG
بهجه,1,EG
بهيج,1,EG
بوس,1,EG
بوسه,1,EG
بيحب,1,EG
بيحترمها,1,EG
بيضحك,1,EG
تايد,1,EG
تائب,1,EG
تبرع,1,EG
تتفق,1,EG
تثق,1,EG
تجاملك,1,EG
تحالف,1,EG
تحبك,1,EG
تحترم,1,EG
تحتفل,1,EG
تحدي,1,EG
تحرسك,1,EG
تحرصك,1,EG
تحفز,1,EG
تحفظ,1,EG
تحفظك,1,EG
تحفه,1,EG
تحمي,1,EG
تحميك,1,EG
تحن,1,EG
تحي,1,EG
تحيا,1,EG
تحيك,1,EG
تحيه,1,EG
تدعمك,1,EG
تربح,1,EG
ترتاح,1,EG
ترحب,1,EG
ترحم,1,EG
ترحمك,1,EG
ترحمه,1,EG
ترشد,1,EG
تريحك,1,EG
تسامح,1,EG
تستحي,1,EG
تستغفر,1,EG
تستفيد,1,EG
تستقر,1,EG
تسعدك,1,EG
تسعدنا,1,EG
تسلمي,1,EG
تسهم,1,EG
تسهيل,1,EG
تشاور,1,EG
تشرف,1,EG
تشفيك,1,EG
تشكر,1,EG
تشكرك,1,EG
تشكم,1,EG
تصح,1,EG
تصد,1,EG
تصدق,1,EG
تصلح,1,EG
تضامن,1,EG
تضحك,1,EG
تطمئن,1,EG
تطهير,1,EG
تعاطف,1,EG
تعاون,1,EG
تعجبن,1,EG
تعجبني,1,EG
تعزك,1,EG
تعشق,1,EG
تعفف,1,EG
تعفو,1,EG
تعقل,1,EG
تعمير,1,EG
تعيش,1,EG
تغير,1,EG
تفاءل,1,EG
تفاؤل,1,EG
تفديك,1,EG
تفرح,1,EG
تفلح,1,EG
تفهمك,1,EG
تقبل,1,EG
تقدرك,1,EG
تقدم,1,EG
تقدير,1,EG
تقويكي,1,EG
تقي,1,EG
تكحمك,1,EG
تكرم,1,EG
تكرمك,1,EG
تكرمه,1,EG
تكسب,1,EG
تكفل,1,EG
تميز,1,EG
تناغم,1,EG
تنتصر,1,EG
تنجح,1,EG
تنصر,1,EG
تنصرك,1,EG
تنصره,1,EG
تنصرهم,1,EG
تنصف,1,EG
تنعم,1,EG
تنهض,1,EG
تهاني,1,EG
تهدي,1,EG
تهديك,1,EG
تهنئ,1,EG
تواضع,1,EG
تواضعا,1,EG
توافق,1,EG
توضيح,1,EG
توفقك,1,EG
تؤتمن,1,EG
تؤيد,1,EG
جامد,1,EG
جامل,1,EG
جدع,1,EG
جدعان,1,EG
جدعنه,1,EG
جدير,1,EG
جريء,1,EG
جريئه,1,EG
جليل,1,EG
جمال,1,EG
جمالك,1,EG
جنات,1,EG
حاسم,1,EG
حامي,1,EG
حبايب,1,EG
حبه,1,EG
حبيب,1,EG
حبيبت,1,EG
حبيبتي,1,EG
حبيبك,1,EG
حبيبي,1,EG
حر,1,EG
حرا,1,EG
حرس,1,EG
حريه,1,EG
حشمتها,1,EG
حضن,1,EG
حفز,1,EG
حق,1,EG
حقوقيه,1,EG
حل,1,EG
حلاوتك,1,EG
حلاوه,1,EG
حلوتك,1,EG
حلوين,1,EG
حمايه,1,EG
حمش,1,EG
حنان,1,EG
حياد,1,EG
حيادي,1,EG
حياديه,1,EG
خارق,1,EG
خجل,1,EG
دافئ,1,EG
دعابه,1,EG
دكر,1,EG
ذهل,1,EG
راسخ,1,EG
رائد,1,EG
ربح,1,EG
رجوله,1,EG
رحب,1,EG
رحم,1,EG
رحمه,1,EG
رحيم,1,EG
رخرخ,1,EG
رشد,1,EG
رفيق,1,EG
رقصن,1,EG
رقيق,1,EG
ريح,1,EG
زفه,1,EG
زقطط,1,EG
زكي,1,EG
سالم,1,EG
ساند,1,EG
ستنتصر,1,EG
ستهم,1,EG
سرور,1,EG
سعاد,1,EG
سعدت,1,EG
سعيد,1,EG
سلام,1,EG
سلامات,1,EG
سلامتك,1,EG
سلم,1,EG
سماح,1,EG
سماحه,1,EG
سمسم,1,EG
سمعه,1,EG
سنحاسب,1,EG
سند,1,EG
سهم,1,EG
شابوا,1,EG
شجاعه,1,EG
شجع,1,EG
شجعان,1,EG
شرعي,1,EG
شرفت,1,EG
شعبيه,1,EG
شفاء,1,EG
شمخ,1,EG
شهم,1,EG
شياكه,1,EG
صاحب,1,EG
صاحي,1,EG
صاف,1,EG
صافي,1,EG
صالح,1,EG
صالحه,1,EG
صائب,1,EG
صبر,1,EG
صبور,1,EG
صح,1,EG
صحبه,1,EG
صحيحه,1,EG
صحيه,1,EG
صدق,1,EG
صدقه,1,EG
صديق,1,EG
صراحه,1,EG
صغننه,1,EG
صلح,1,EG
ضحك,1,EG
ضحكه,1,EG
طاهر,1,EG
طايقاك,1,EG
طريف,1,EG
طهاره,1,EG
طهر,1,EG
طور,1,EG
ظريف,1,EG
عاجب,1,EG
عاجبني,1,EG
عاجبهم,1,EG
عاشت,1,EG
عاقل,1,EG
عامر,1,EG
عبقري,1,EG
عثل,1,EG
عجيبني,1,EG
عداله,1,EG
عدل,1,EG
عدلا,1,EG
عروس,1,EG
عريق,1,EG
عزه,1,EG
عزيز,1,EG
عسل,1,EG
عطاء,1,EG
عظم,1,EG
عفه,1,EG
عفو,1,EG
عفيف,1,EG
عقل,1,EG
عقلاء,1,EG
عقلاني,1,EG
عيد,1,EG
غالي,1,EG
فاز,1,EG
فاضل,1,EG
فداء,1,EG
فرج,1,EG
فرح,1,EG
فرحت,1,EG
فرحتي,1,EG
فرحه,1,EG
فضل,1,EG
فعال,1,EG
فل,1,EG
فلح,1,EG
فهم,1,EG
قدر,1,EG
قمر,1,EG
قوا,1,EG
قوه,1,EG
قيمه,1,EG
كاريزما,1,EG
كراما,1,EG
كرامه,1,EG
كرم,1,EG
كريم,1,EG
كسب,1,EG
كفاءه,1,EG
كفائه,1,EG
كفل,1,EG
كومد,1,EG
كوميدي,1,EG
كويس,1,EG
كياسه,1,EG
لايك,1,EG
لذيذ,1,EG
لياقه,1,EG
ما_بيخد,1,EG
ما_تزعلي,1,EG
مبتخفش,1,EG
مبتسم,1,EG
مبتهج,1,EG
مبسوط,1,EG
مبهج,1,EG
متحضر,1,EG
متدين,1,EG
متزعلش,1,EG
متزعليش,1,EG
متزن,1,EG
متضامن,1,EG
متعاطف,1,EG
متعفف,1,EG
متفهم,1,EG
متفوق,1,EG
متقن,1,EG
متميز,1,EG
متواضع,1,EG
متوكل,1,EG
مثقف,1,EG
مجتهد,1,EG
مجد,1,EG
مجدع,1,EG
محايد,1,EG
محبه,1,EG
محترف,1,EG
محترفين,1,EG
محترم,1,EG
محترمه,1,EG
محظوظ,1,EG
مخلص,1,EG
مداح,1,EG
مسالم,1,EG
مسامحينك,1,EG
مسانده,1,EG
مستتره,1,EG
مستمتع,1,EG
مستنضف,1,EG
مستنضفهم,1,EG
مسرور,1,EG
مسلي,1,EG
مشرف,1,EG
مشوق,1,EG
مصارحته,1,EG
مصون,1,EG
مضحك,1,EG
مطمئن,1,EG
مطيع,1,EG
مظبوط,1,EG
معجب,1,EG
معجبيك,1,EG
مقبولا,1,EG
ملاك,1,EG
ملعلع,1,EG
ممتاز,1,EG
ممتازه,1,EG
ممتع,1,EG
مميز,1,EG
منصف,1,EG
منعش,1,EG
منقذ,1,EG
منور,1,EG
منيح,1,EG
موده,1,EG
موضوعي,1,EG
موفق,1,EG
مؤدب,1,EG
مؤيد,1,EG
ميز,1,EG
ميزه,1,EG
نابغ,1,EG
ناصر,1,EG
ناضل,1,EG
نامي,1,EG
نبرع,1,EG
نبسط,1,EG
نبل,1,EG
نتفق,1,EG
نثق,1,EG
نجاحك,1,EG
نجتهد,1,EG
نحبك,1,EG
نحبوك,1,EG
نحترم,1,EG
نحتفل,1,EG
نحرسك,1,EG
نحرصك,1,EG
نحفز,1,EG
نحفظك,1,EG
نحمي,1,EG
نحميك,1,EG
نحي,1,EG
نحيا,1,EG
نحيك,1,EG
نحيه,1,EG
ندعم,1,EG
نربح,1,EG
نرتاح,1,EG
نرحب,1,EG
نرحم,1,EG
نرحمك,1,EG
نرحمه,1,EG
نريحك,1,EG
نزاهه,1,EG
نزيه,1,EG
نسامح,1,EG
نستحي,1,EG
نستغفر,1,EG
نستفيد,1,EG
نستقر,1,EG
نسعدك,1,EG
نشاور,1,EG
نشكر,1,EG
نشكرك,1,EG
نشكم,1,EG
نصدق,1,EG
نصر,1,EG
نصف,1,EG
نصلح,1,EG
نضحك,1,EG
نضيف,1,EG
نطمئن,1,EG
نظف,1,EG
نظيف,1,EG
نعتذر,1,EG
نعشق,1,EG
نعفو,1,EG
نفتقد,1,EG
نفديك,1,EG
نفع,1,EG
نفلح,1,EG
نفهم,1,EG
نفهمك,1,EG
نفيس,1,EG
نقبل,1,EG
نقدرك,1,EG
نقي,1,EG
نكرم,1,EG
نكرمك,1,EG
نكرمه,1,EG
نكسب,1,EG
نكفل,1,EG
نلتزم,1,EG
ننتصر,1,EG
ننجح,1,EG
ننصر,1,EG
ننصره,1,EG
ننصرهم,1,EG
ننهض,1,EG
نهض,1,EG
نوافق,1,EG
نور,1,EG
نوفقك,1,EG
نؤيد,1,EG
ادئ,1,EG
ايل,1,EG
همه,1,EG
هنحل,1,EG
هنئ,1,EG
يب,1,EG
واضح,1,EG
ود,1,EG
ورع,1,EG
ورعه,1,EG
وسطيه,1,EG
وضح,1,EG
وطني,1,EG
يبارك,1,EG
يبتسم,1,EG
يبتهج,1,EG
يبدع,1,EG
يتفق,1,EG
يتقن,1,EG
يثق,1,EG
يجاملك,1,EG
يجتهد,1,EG
يحالف,1,EG
يحبك,1,EG
يحبوك,1,EG
يحترف,1,EG
يحتفل,1,EG
يحرسك,1,EG
يحرصك,1,EG
يحظك,1,EG
يحفز,1,EG
يحفظك,1,EG
يحميك,1,EG
يحن,1,EG
يحيا,1,EG
يحيك,1,EG
يحيه,1,EG
يخترع,1,EG
يخليك,1,EG
يدعم,1,EG
يدعمك,1,EG
يدعمه,1,EG
يربح,1,EG
يرتاح,1,EG
يرحب,1,EG
يرحم,1,EG
يرحمك,1,EG
يرحمه,1,EG
يرشد,1,EG
يريحك,1,EG
يزكوا,1,EG
يسامح,1,EG
يستحي,1,EG
يستغفر,1,EG
يستقر,1,EG
يسعدنا,1,EG
يسهم,1,EG
يشرف,1,EG
يشفيك,1,EG
يشكر,1,EG
يشكرك,1,EG
يشيد,1,EG
يصح,1,EG
يصد,1,EG
يصدق,1,EG
يصون,1,EG
يضحك,1,EG
يطمئن,1,EG
يطهر,1,EG
يعتذر,1,EG
يعجبن,1,EG
يعجبني,1,EG
يعزك,1,EG
يعفو,1,EG
يعقل,1,EG
يعيش,1,EG
يفتقد,1,EG
يفديك,1,EG
يفلح,1,EG
يفهمك,1,EG
يقبل,1,EG
يقدرك,1,EG
يقويكي,1,EG
يكرم,1,EG
يكرمك,1,EG
يكرمه,1,EG
يكسب,1,EG
يكفل,1,EG
يلتزم,1,EG
ينتصر,1,EG
ينجح,1,EG
ينصر,1,EG
ينصرك,1,EG
ينصره,1,EG
ينصرهم,1,EG
ينصف,1,EG
ينقذ,1,EG
ينهض,1,EG
يهدي,1,EG
يهديك,1,EG
يهنئ,1,EG
يوافق,1,EG
يوفقك,1,EG
يؤتمن,1,EG
يؤيد,1,EG
ابدع,1,EG
ابدعت,1,EG
ابهرتني,1,EG
اتخيل_صوته,1,EG
اتخيلني,1,EG
اتخيلني_هناك,1,EG
اتفق,1,EG
اتفق_جدا,1,EG
اتفق_معه,1,EG
اجاد,1,EG
احببت,1,EG
احببتك,1,EG
احببته,1,EG
احببتها,1,EG
احبه,1,EG
احبها,1,EG
احسست_الرواية,1,EG
احسه,1,EG
احلام,1,EG
احي,1,EG
ادهشني,1,EG
اذهلتني,1,EG
اذهلني,1,EG
اراقني,1,EG
اربع_نجمات,1,EG
اربع_نجوم,1,EG
ارفع_قبعتي,1,EG
استمتعت,1,EG
اسرني,1,EG
اسرتني,1,EG
اشتاقك,1,EG
اصفق,1,EG
اضحكتني,1,EG
اعجبت,1,EG
اعجبني,1,EG
افضل_الروايات,1,EG
اكرمها,1,EG
امتعتني,1,EG
امتعني,1,EG
انصح_بقرائته,1,EG
انصح_بقراءة,1,EG
انصح_بقراءته,1,EG
انصح_بقراءتها,1,EG
انصح_بقرائتها,1,EG
انصح_به,1,EG
انصح_بها,1,EG
انصح_بهذا,1,EG
اعجابي,1,EG
ابهرني,1,EG
احترمت,1,EG
استهوتني,1,EG
استوقفتني,1,EG
اسلوب_فلسفي,1,EG
اسلوب_محكم,1,EG
اسلوب_مختلف,1,EG
اشكرك,1,EG
اعجب,1,EG
الاجمل,1,EG
الابداع,1,EG
الاشراقات,1,EG
الاستفادة,1,EG
الاستمتاع,1,EG
الايحابي,1,EG
البسيط,1,EG
البهاء,1,EG
التشويق,1,EG
التنوع,1,EG
الجمال,1,EG
الجوائز,1,EG
الرائع,1,EG
الروحانية,1,EG
الروعة,1,EG
الساحرة,1,EG
السعادة,1,EG
الطاهر,1,EG
العبقرية,1,EG
العدالة,1,EG
العذوبة,1,EG
القلب,1,EG
الكتاب_ممتاز,1,EG
الكمال,1,EG
اللطيفة,1,EG
الله,1,EG
الله_عليه,1,EG
المبدع,1,EG
المتعه,1,EG
المثير,1,EG
المفضلة,1,EG
المنطقية,1,EG
الوردي,1,EG
امتع,1,EG
انسانية,1,EG
انسجمت,1,EG
ببساطة,1,EG
بجد,1,EG
بجداره,1,EG
بديعة,1,EG
بروعه,1,EG
بساطة,1,EG
بساطتها,1,EG
بلاغة,1,EG
بهجة,1,EG
بيعجبني,1,EG
تاريخيه,1,EG
تتميز,1,EG
تحبه,1,EG
تحفة,1,EG
تروقني,1,EG
تستاهل,1,EG
تستحق_جائزة,1,EG
تستحق_تقيما,1,EG
تستمتع,1,EG
تستهويني,1,EG
تشويقا,1,EG
تعلمت_منه,1,EG
تعمقت_معها,1,EG
تفاصيلها_تاسرك,1,EG
تقديري,1,EG
تماسكها,1,EG
تنبهر,1,EG
تنضج,1,EG
توجتني,1,EG
جامدة,1,EG
جدارة,1,EG
جديد,1,EG
جذابة,1,EG
جمالية,1,EG
جميل_وسلس,1,EG
جميلا,1,EG
جميلة,1,EG
جميله,1,EG
جيدة,1,EG
حاجة_حلوة,1,EG
حاجه_فخيمه,1,EG
حبكة_جيدة,1,EG
حبي,1,EG
حبيته,1,EG
حبيتو,1,EG
حسن,1,EG
حسنا,1,EG
حلوة,1,EG
حمدا_لله,1,EG
حيرتني,1,EG
خرافية,1,EG
خفيف,1,EG
خلاب,1,EG
خيالية,1,EG
خياليه,1,EG
ذكية,1,EG
راقية,1,EG
رشيق,1,EG
رضوي,1,EG
رقيقة,1,EG
رواية_غير_عادية,1,EG
روعة,1,EG
روعتها,1,EG
ساحرة,1,EG
سلاسة,1,EG
سلس,1,EG
سلسه,1,EG
سهل,1,EG
سهله,1,EG
شاملة,1,EG
شدتني,1,EG
شدني,1,EG
شغالة,1,EG
شفافيه,1,EG
شيق,1,EG
شيقة,1,EG
صدقته,1,EG
ضحكني,1,EG
طريفة,1,EG
عجباني,1,EG
عجبتني,1,EG
عجيبة,1,EG
عذبة,1,EG
عذبه,1,EG
غنية,1,EG
غير_عادية,1,EG
فخيمه,1,EG
فريدة,1,EG
فريده,1,EG
كتاب_دمه_خفيف,1,EG
كتاب_لا_باس,1,EG
كتاب_مسلي,1,EG
كتاب_ملهم,1,EG
كتاب_مميز,1,EG
كتاب_يستحق,1,EG
كلاسيكية,1,EG
كويسه,1,EG
لغة_شعرية,1,EG
مؤثرة,1,EG
مايبهرني,1,EG
مبتسمة,1,EG
مبدعة,1,EG
مبسط,1,EG
مبهرة,1,EG
مبهره,1,EG
متالق,1,EG
متالق_للغاية,1,EG
مترابطة,1,EG
متنوعه,1,EG
مثالي,1,EG
محبب,1,EG
محبتي,1,EG
محبوبة,1,EG
محفز,1,EG
مختلف,1,EG
مختلفة,1,EG
مدهشة,1,EG
مذهلة,1,EG
مذهله,1,EG
مسلية,1,EG
مشوقة,1,EG
مشوقه,1,EG
مضحكة,1,EG
مقنع,1,EG
ملهم,1,EG
ممتعة,1,EG
مميزه,1,EG
مناسب,1,EG
مهارة,1,EG
مهمه,1,EG
ناضجة,1,EG
نجمات,1,EG
نجوم,1,EG
نظيفة,1,EG
نقاء,1,EG
واستمتعت,1,EG
واقعية,1,EG
وبسيط,1,EG
وتستحق,1,EG
وجمال,1,EG
وسهل,1,EG
وغنية,1,EG
ومؤثرة,1,EG
ومفيد,1,EG
وممتع,1,EG
يجذبني,1,EG
يرتقي,1,EG
يرق_لي,1,EG
يستحق_القراءة,1,EG
جتكم_القرف,-1,EG
يا_ناصح,-1,EG
ابقي_قابلني,-1,EG
ابن_المره,-1,EG
ابن_الهرمه,-1,EG
ابو_جهل,-1,EG
اتق_الله,-1,EG
اتقو_الله,-1,EG
اتقي_الله,-1,EG
اتمسح_بينا_الارض,-1,EG
اتمسح_بيه_الارض,-1,EG
اتمسح_بيه_البلاط,-1,EG
اتمسح_بيهم_الارض,-1,EG
اجعلهم_عبره,-1,EG
اخص_علي,-1,EG
اسمع_كلامك_اصدقك,-1,EG
اصحاب_المصالح,-1,EG
اعمل_لكم_ايه,-1,EG
اقر_ع_ونزهي,-1,EG
الطين_بله,-1,EG
الله_يحرقك,-1,EG
الله_يحرقكو,-1,EG
الله_يلعن,-1,EG
اللهم_اخزه,-1,EG
اللي_اختاشو_ماتو,-1,EG
المتاجره_بالدين,-1,EG
الي_الجحيم,-1,EG
الي_زوال,-1,EG
ام_العجايب,-1,EG
اهبل_بريالة,-1,EG
اهدار_كرامه,-1,EG
اي_كلام,-1,EG
ايام_سوده,-1,EG
اين_انتم_من,-1,EG
بالعند_فيك,-1,EG
بالعند_فيكم,-1,EG
بالعند_فيكي,-1,EG
بتاع_مصلحته,-1,EG
بتاع_مصلحه,-1,EG
بتلحس_جزم,-1,EG
بتوع_مصالح,-1,EG
بتوع_مصلحتكم,-1,EG
بتوع_مصلحتهم,-1,EG
بتوع_مصلحه,-1,EG
بعد_ايه,-1,EG
بلا_وكسه,-1,EG
بن_المره,-1,EG
بيضحك_علي,-1,EG
بيلحس_جزم,-1,EG
تجار_دين,-1,EG
تضحك_علينا,-1,EG
تطلع_عين,-1,EG
تطلع_عينها,-1,EG
تطلع_عينو,-1,EG
تقل_دم,-1,EG
جتنك_خيبة,-1,EG
جتنكم_خيبة,-1,EG
جتني_خيبة,-1,EG
جن_جنونه,-1,EG
جن_جنونها,-1,EG
حاجة_تكسف,-1,EG
حاجه_تجنن,-1,EG
حافظ_ما_فاهم,-1,EG
حسبنا_الله_ونعم_الوكيل,-1,EG
حسبي_الله_ونعم_الوكيل,-1,EG
حق_غير_شرعي,-1,EG
حموت_بغيظي,-1,EG
خطوات_كبيره_للوراء,-1,EG
خليك_عاقل,-1,EG
خليك_واضح,-1,EG
خيال_ماته,-1,EG
داهيه_تاخدك,-1,EG
دم_تقيل,-1,EG
دمه_تقيل,-1,EG
دمها_تقيل,-1,EG
دمهم_تقيل,-1,EG
ده_اخره,-1,EG
ربنا_يا_خدك,-1,EG
ربنا_يخد,-1,EG
ربنا_يخدك,-1,EG
ربنا_يخدكم,-1,EG
ربنا_يخده,-1,EG
ربنا_يهده,-1,EG
ربنا_يهدي,-1,EG
ربنا_يهديك,-1,EG
رنوه_علقه,-1,EG
سليط_اللسان,-1,EG
سوء_الاداره,-1,EG
سوء_الحظ,-1,EG
شر_البليه_ما_يضحك,-1,EG
ضحاله_الفكر,-1,EG
ضحك_عليا,-1,EG
ضحك_عليك,-1,EG
ضحك_علينا,-1,EG
ضرب_الجزم,-1,EG
ضرب_تحت_الحزام,-1,EG
طلع_عين,-1,EG
طويل_اللسان,-1,EG
عبره_لغيرك,-1,EG
عبره_لغيره,-1,EG
عبره_لغيرهم,-1,EG
عبره_لكل,-1,EG
علي_عينك_يا_تاجر,-1,EG
علي_جثتنا,-1,EG
علي_جثتي,-1,EG
عوضنا_علي_الله,-1,EG
فاكر_نفسه_ايه,-1,EG
فرخه_دايخه,-1,EG
قلب_اتحرق,-1,EG
قلة_ادب,-1,EG
قلة_ادبك,-1,EG
قله_ادب,-1,EG
قليل_الادب,-1,EG
قليله_الادب,-1,EG
كابس_علي_نفسنا,-1,EG
كان_من_الاول,-1,EG
لا_حول_و_لا_قوه_الا_بالله,-1,EG
لا_حياة_لمن_تنادي,-1,EG
لا_يا_شيخ,-1,EG
لبس_في_الحيطة,-1,EG
لبست_في_الحيطة,-1,EG
لبسنا_في_الحيطه,-1,EG
