tweet,class
اخي ورحمه الله يوحد معي رقم تليفون قطري ارحو الاهتمام بموصوعي وحراكم الله خيرا,neu
لسه بتحبها عادي داري دموعك الاول وبعدين اكدب برحتك,neg
تبقي مقنعه عمر ابوه اول حاجة فكرت طليقها خطفه تروح لعمر تحكيله,neg
الناس ناس هقابل ربنا لوحدي,neu
ابقي اعرف قيمتك عندهم الاول تقولهم خاطري,neg
امين الصوره واضح فبركة تنبيه,neg
محدش يحضنني جماعة,pos
اله الله بذكر الله تطمئن القلوب,pos
تفاهه بنت كلب,neg
حكمتين احفظها الحياه قمة الغضب ت تخ ذ قرار ق ة السع ادة ت عط وع,neu
الواحد جاب اخره احيه بجد,neg
عندك معلش الغباء والتخلف بينكشف لهو,neg
هموت امبارح واعرف بيوشوشوا يقولوا يلا منك لله كنترول,neg
التشكيل الخاطئ جاريدو وافتقاد اللاعبين للروح,neg
كن شاك ر ضايقت بدان تفرج وان تعسرت لابد تيتسر وان استصعبت لاب تتسه وعد ربي وبش ر الصابرين,pos
اجل المادة,neu
اقصد شغل الموقع عاما,neu
محتاج لعنيك ليل,pos
مشوفتش لاعب نشط تويتر,pos
اللهم اجعل العام الجديد خيرا المصرين ورخاء وحبا وفاقا وعلمنا نخاف منك ونتنقيك ونعتمد رب المصرين,pos
الف حسرة شفتهم جدعان,neg
شمس النفخ,neg
عبا جيوبه بالافراح وطاح الحزن بالضحكه وجلجل صوته قال جراح اديني قافلك السكه,pos
الله اغ سل قلوبنا اوجاعها وارزق نا فيض كرمك سعادة تن قطع واشرح صدورنا بقر وحق ق امالنا واحلامنا,pos
صلوا جابر خواطر المساكين صلي الله وسلم,pos
ربنا يخليكم لبعض,pos
وربنا دعيت بضمير مصلي الفجر,pos
اتفشخت,neg
خسرنا جولة الجولات خولات,neg
حاسة ابني امتحان ثانوية عامة,neg
حر مدحت العدل حنكون انتظارك ملكة اطربينا باجمل ايعاني بصوتك العذب والاحساس الرائع والطرب الاصيل,pos
يخربيت جمال ابوكم,pos
حبيت تعالي غالي تعالي بقكر فيك تعالي دايما مشغول بيك,pos
سبحان الله خلاث قربت عالبيطاش ناس بتتعذب عيني تاخدلها ساعتين فالمواصلات تتاخر مواعيدها,neg
الله جميل,pos
النفس اماره بالسوء,neu
معرفتش تبقي عارف مثلا,neg
تيجيلك متعبتش عشانها,neu
للكلام عطرا لكانت الصلاة النبي اجمل العطور الل ه ح ح صلو وسلمو تسليما,pos
تصويت مينا الله يسامحهم دلوقت عرفوا مينا هقول ربنا كبير اخدوا حلمه وحلمنا بالفاينل مينا عطا,neg
اتعرفنا عليطالب الهينجحو البرنامج واثقه كلامي كنزه ومينا وليث وابتسام,neu
الصحبة الطريق,pos
خشمي فلاح ه,neg
دعاء صعب تعمل اغاني تتشهر الاربعه دول,neg
وانتي حبيبتي انتي الحياة,pos
كريم تعالي لسه صاحي,neu
اسعار البترول قلت المشتقات البترولية شعرها ملناش دعوي الاسعار ماهي غلت بيبقي كله المواطن,neg
كابتن ابراهيم بيقولك بنحبك ومعرفش ريتويت,neg
عاجبني الساكس فون والبيانو,pos
اكتب فيك شعرا نثرا ساكتفي بان اضع قلبي الورق,pos
انتي كاتبة التقرير صبحي,neu
تفالو خير للقب لابن مصر باذن الله,pos
ت عطي قلبك لمن قلب لانه حتما س خذ ك ت عطي حروفك لمن يقرا لانه بلا شك س سيء همك,neu
مبحبش يقرب لحد بحبه,neg
الشباب يسرقوا صور بعضهم,neg
صاحب تويتر بيوزع فولورز نهاية السنة عام لذيذ الجميع,pos
نايم معلش,neu
وقت تصوتوا لمحمد رقم,neu
اختراع فوق الرائع الله,pos
الحمد لله مستنية الامتحانات تيجي الاجازة,pos
الععب زملكاوي عنتصدر انهاردة تكلمني الزمالك,pos
ادره بالكارثه حياته كوارث ادره بتتكتب عا,neg
احيه الحكم الما ت,neg
الحكم مهزوز,neg
الحمدلله الصحه والعافيه الله يديمها علينا,pos
اسئله جوايا ليها جوا رد,neg
بسم الله الرحمن الرحيم توكلنا الله هشتاج ازاي نساعدك مصر,pos
اه يلا بدل اغلط,neg
مينا عطا مينا فخر العرب,pos
جعفر ماله رشيق,pos
ت ح ق ر ن غ ر خ اص ة ن الب ض ة ت ق ة س المتنبي,neu
عمالة اعد فه سمعته بتاع خمستاشرمرة,pos
وازي ابراهيم السكري وازي شوقي العنبري وريحة عرقه النيلة,neg
عذرا نويتن رنا سماحة سر الجاذبية رنا سماحة حر,pos
هنفضل نحيك عمرنا انتي انسانة متكوني فنانة رنا سماحة رنا سماحة حر,pos
وبشهدلك قصاد الناس,pos
جون كوستاريكا اتشقلب قدامنا,pos
مليش مزاج,neg
ماسبق اسئلة مفيد فوزي العميقة ليسرا حدث حالا شلل الحقوني,neg
حكم ابن وسخه يودينا دهيه,neg
المصدر حصاد قطاع المشروعات الصغيرة والمتوسطة خلال العام الجاري لقراءة التفاصيل عبر الرابط,neu
رمز للفن الراقي ولديها قبول واحساس وصوت روعة رنا سماحة حر,pos
الحكم اهلاوي معقولة,neg
جولين ولاد الوثخه حكام معرصين صحيح,neg
العيال تكبر بتتملي مساخه,neg
مشكوره عبدالله,pos
ماتتكلم الجول بولي الانذارين فيهم,neg
احلي,pos
قولوا الكلمة بسرعة السر اهو تبقي اتقالت خلاص,neu
احمد جمال معكم مني الشاذلي,neu
العشري تربية جوزية يلا دوري,pos
بن اللعيبة جو,pos
متفرجتش كيرمت تفرجت حلقه ميت يور ماذر وخداه يحيي اسابيع تفرجت سويني تود بائسه فشخ حرفيا,neg
الزمالك خسر كام,neu
حبك سطي وربنا,pos
رنا سماحة قلبنا تغبيش عننا لانك سرقتي قلوبنا كلنا رنا سماحة حر,pos
سامع صوت,neg
منت الوسط الرياضي روح استقيل,neg
انتي والله بسبوسه,pos
رفيق السوء البعوض تحس الل سع مصطفي المنفلوطي,neg
يبدو حقا نسيتني الم تعد تهتم لامري عليا احبك كثيرا,neg
بتتعافي,pos
اه نزعت الج وجهي ت ن ت فانت تحرميني الشرف زلت وع يت طمع فواز اللعبون,pos
اتناك,neg
متروقين اربعه امبارح ليهم عين يتكلمو بمناسبه عايزه افهم,neg
احا دوري,neg
قال شيخنا ابن باز صلي الخطيب اثناء خطبة الجمعة الرسول الصلاة والسلام فليصل المستمع الرسول نفسه يرفع صوته,neu
ديني ظابط عملي فولو,neg
اوف عكيت الدنيا,neg
عندابن ماجه قال ج رعة اعظم اجرا الله ج رعة غيظ كظمها عبد ابتغاء وجه الله مقابلة السيئة والاسمي كظمها اجل لله,neu
رنا سماحة عنوان لفن فهي لديها موهبة شاملة رنا سماحة حر,pos
رب طارق العشري يدرب الاهلي,pos
انتي ملكيش عازه,neg
قلبي قلبي,pos
دوبني دوب هوي,pos
فاهمه اللة ببقولوها متحمسه ومبسوطه بالاغنيه دعاء السباعي,pos
الاخر خسرنا بسبب الحكم واحمد سمير تغطيه الاول وبلنت التاني وباتشيكو مجمد معروف وحفني جنبه,neg
مخه اهبل ضحك,neg
ملخص الحياه اتبع هداي يضل يشقي اعرض ذكري فان معيشا ضنكا,neu
باسم مزقش لطفي الكورة وقعت,neu
خدمه تؤمري,pos
السبيل وصالك دلني,pos
بقاش ابراهيم سعيد,neg
اصل صاحب تويتر بيصحي متاخر,neg
الست الشاطرة جوزها يلعبش شجرة غيرها,pos
المشكلة فيمن يخذلك يخونك يوجعك يسحقك المشكلة تتمكن تصديق شخص نال منك مرة لتمنحه فرصة النيل منك اخري,neg
خايف يقول هقول حاسه بيه,neg
الخير شارك هشتاج ازاي نساعدك مصر,neu
اتفرجوا الما ت الاول واتكلموا زيطه تكلموا,neg
انجزوا رب محمد رب,pos
فعلا محق احساس صعب ومؤلم,neg
انجي موتتني ضحك بجد,pos
التاج بتاعنا النهاردة اوبا المصرين اهما دعاء السباعي دعاء السباعي,pos
المصحف كاملا احمدالعجمي,neu
لميس الحديدي عايشه الفرعنه تبقي اله التعريص لميس ابليس,neg
