tweet,class
' كان ليها أسبابها .. كان ليا أسبابى كان للقدر أسباب كان نفسى أكمل آه كان نفسها جايز .. و أهو كل واحد ساب ',neg
' بيكفي تلعب بأعصابي. ',neg
' @nanaok1234 @mona123m98 روحى الهى اشوفك داكتورة قد الدنيا زى ما بترفعى من روحى المعنوية قادر يا كريم هههههههههههههههه ',pos
' حتي الاهلي خسر مفيش فايدة ',neg
' اعشق الجنس ',pos
' #مش_هنكتب_اسامينا_وهنفولو_بعضينا ان الصراع الضمنى بين إشكاليات التواجد الحسى فﻻ بد من اعطاء الفولو http://t.co/BrwS1b0ZY8 ',neu
' @mariam__aljaber @eslam_red انا عندى صداع رهيييييب ده اللى مبوظ مودى ',neg
' الاهلي مغلوب 3 ',neu
' @omarmassoud1991 و أنت طيب و بخير يا رب ^_^ ',pos
' تحيه كبيره للاتحاد بجد فريق حلو اوي وبيلعبوا كوره جميله ',pos
' @EsamMasrawie الاتحاد سيد البلد لولولولوي ',pos
' احنا مكناش بنتكلم عليهم ولا بنجيب سيرتهم سواء خسرانين او كسبانين مبيفرقوش معانا اصلا بس كلامهم ع الزمالك ال خلانا نتكلم عليهم وهما خسرانين ',neg
' @AmanyAlhady معة على الحلوة والمرة هعة ',pos
' @cool_taaz ليييييييه كده يا اخى .يا اخى حرام عليك يا اخى  بصوت عبد العزيز :( ',neg
' الحمد لله ..و يبقي #الآهلى هوا فرحتنا وحياتنا و مفيش مشكله لما يبقي ف يوم سبب حزنى..بس دا ميمنعش انى فرحت كتير بسببه ع المره معاك يا #اهلى ♥ ',pos
' ولـو وقـع لـيـة ألف قـومـة :) #الاهلى ♥ ',pos
' @albhire @wadiham101 بين الاوراق كنوز مخبئه لمن يبحث عنها ',neu
' #MinaAtta  ولعها واخربها يامينو ف اخر يوم ولما ترجع هاتولع اكتر  #عن_عشقى_للصوره_دى http://t.co/tFITZX5owR ',pos
' حجم الاتفاقيات اللي عقدتها القيادة المصرية مع القيادة الصينية مبشر ويفتح الشهية لمصر الجديدة بعيدا عن المزايدات السياسية لبتوع الليبرالية .. ',pos
' عالحلوة والمرة معاه ',pos
' ميلاد مجيد…. سوريانا http://t.co/8bxoJb9uxF ',pos
' @Mo3tazHosni مش لوحدك شوف التلفونات والضحك  بس ولا يهمنا الاهلى برضوا ف القلب وماتش ويتعوض باذن الله ',pos
' @midoahm ماتش بكره هيحدد كتير واعتقد اول اختبار بس لازم برضوا منزودش ف الفرحه او لا قدر الله لو حصل حاجه نقفش لازم نعرف ان فريقنا ماشي كويس ',neu
' @ActionYaDawry مبارة ممتازة من حيث اللاعبين والمدربين والتكتيك والاثارة والجماهير وكان المباراة فى الدورى الانجليزى مجهود كبير للفريقين ',pos
' #زهقنا_من اي حد بيقول معلومه وغير بيها حياة ناس وهي غلط ',neg
' @EslaMagdi وصحيح تتوقع ايه فى البوكسينج داى ؟ ',neu
' #زهقنا_من شبكة #فودافون الي مش موجودة اساسا طول اليوم ',neg
' @nora_samy10 @Shimaaelhamamsy @mina_team  ممكا اقابلكم ف مترو الجيزه او الشهدا ',neu
' المشكله ان العيب والتقصير مش مني هي اصلا المواد لا بتتفهم ولا بتتحفظ ✋ ',neg
' @laial343498  احنا الجيل اللي شايب وهو شباب ',neg
' دايما إسمك في الذكريات دا إنت كيان المعجزات .. دا إنت الحياااااااااة @AlAhly ',pos
' @Mfaa5555 ونتى زى النور فى طبق بنور ',pos
' @laial343498  ولا أي حاجة أدى التويتر اهه انا قايم اذاكر انا ايه اللي مخليني فتحت انا مش عندي امتحان بكرة ',neg
' النهاردة في بطولة جديدة هتدخل دولاب بطولات نادي الزمالك ',pos
' الأخ الأهطل والأخت العبيطة اللى بتقول الزمالكاوية بيفرحو فى خسارة الأهلى اكتر ما بيفرحو عشان مكسب الزمالك !  نعم سيتك مين الاهلى ده اصلا ! ',neg
' ده يوم أسود في تاريخنا... لازم نرد القلم ده مية ',neg
' @DaliaDentist @cool_taaz وانا وربنا عندى بااااااااطنه  :( ',neg
' كفايا يا جماعة أنتو لما بتصدقوا احااا مش كده والله كسم الاهلي ع الاتحاد ع الدوري المصري علي مصر علي الرياضة بشكل عام ',neg
' الزمالكاويه اللي بيزيطوا ان الاهلي اتغلب اتلموا بدل ما نردح وشكلكوا يبقي وحش اكتر ما هوا ',neg
"' ""دائــمــاً نـعـرفُ #الحقيقة...ودَائـمــاً نــخــدعُ أنــفُـسـنـا بـكَـلـمـة \"""" #يمكن \"""" '",neg
' @k444441 تم يا زميلى ',neu
"' """"""يا جدعان لو سمحتوا مش كل واحد عنده ميتين ام عقده نفسيه يروح داخل شاتم حد علي اسك ، ما هو يا تتعالجوا يا تنتحروا والله :D"""""""" '",neg
' @Re_47095 هما ابتسام وعبدالسلام فين كلهم قاعدين بيحتفلو وهما مش قاعدين معاهم ',neu
' تعريف(الفساد)تسخير المنصب العام من أجل الحصول على مصلحة أو منفعة خاصة يحميه الاستبداد والقمع ويحميه الجهل والتخلف أذا آمنت العقوبة أسئ الادب ',neu
"' """"""\""""@zamalektoday: العميد «دبح» الأهلي: فاز فريق الاتحاد السكندري على نظيره الأهلي بنتيجة 4/1، في مباراتهما اليوم باستاد القاهرة ..."""""""" '",neu
' @amina10000001 @nabilelhalfawy ده مفهوم الرياضه ',neu
' @bahrimaram1 قصدك على شاهين. لا و الله هو يغنى كل الالوان مش متمسك بلون غنائى واحد .. الحمد لله لمع فى كل الالوان مغربى جزائرى فرينش صينى ^^ ',pos
' @AyaCrazy88 وليه نكون مع نفسنا لما ممكن ان احنا نتجمع كلنا التفكير الفردي عمره ما جاب نتيجة كويسه في النهاية . #زهقنا_من ',neg
' @_Abo3amoodd بيسكروا؟ ',neu
' @alharby1133 @Akhbarak_net يسعدك ياغالى.. ',pos
' سرعة البديهه و حسن التصرف المتلازمه الانجح و الاكثر ابهارا بنسبالي ',neu
' انا اللي من كتر ما اتقلي يا فاشل حاسيس اني فاشلت بجد ',neg
' #متضامن_مع_باسم_يوسف   الموقف الواحد والكلمه الوحده والاعلام الصح مثال لاحلى حاجه ف الاعلام عندنا  ربنا معاك http://t.co/WBVXtyOikt ',pos
' احنا جيل اللى شاب و هو شباب ... ',neg
' انا مازكرتش بجنيه النهارده  اعاااااااااااااااااااااااااا ',neg
' طلعان عين ابونا في الثانوية العامة دي ',neg
' @etharmatter2 اوكي ',neu
' @marosoltan94  ميري قريصمص أحبيب قلبي! &lt;3 &lt;3 &lt;3  روح أفطر يلّا! :-P ',pos
' طول مانتي جنبي.. بلاقيكي تملي وش السعد عليا حبيبه قلبي.. ومعاكي ناقصني ايه؟ ',pos
' ولا بايديه ولا كان بايدياا ',neg
' أنا بحب النوم أوى و بحب السرير و المخدة :D  ياااااه انه لاحساس عظيم :D  ها أنا قادمة يا سريرى  تصبحوا على سعادة و خير ^_^ ',pos
' ممكن نتعرف على بنوته ',neu
' اقرار ل محمد منير $#  #3alahwa ',neu
' - العشّق زين بس الهموم سباقه ',neg
' @RandaDoody @marah_74 @manooo_5 إتفرجوا على الفيديو وإقرأوا الكلام المكتوب تحته وقولولى انطباعكم عنه   https://t.co/qWmnYWiwwS ',neu
' الى الكنترول انهاردة اخر يوم حرام على امك بقى عايزين نشوف دعاء السباعي و ليث ابو جودة ارحم امنا العيانة #DoaaElSebaii #LaithAbuJoda ',neg
' حلوة الوحدة أوى والهدؤ http://t.co/1J6PqbVjaf ',pos
' روح يا عبدالسلام وراها اشمعنا دى يعنى  هو الكنترول ده مستكتر علينا ننام يوم مبسوطين #DoaaElSebaii #StaracArabia ',neg
' رغم ان الجمال نسبي .. بس ف جمال يخطف العقل قبل العين ..!! ',pos
' مش هنخسر حاجة اكيد .. ',pos
' هى حاجة محزنة نوعاً ما فعلاً ',neg
' @samarnassar57  الحظ :/ ',neg
"' """"""شغل المشجع النظيف بتاع محمد نبي وعيسى نبي وموسى نبي ده ماينفعش، كسم أي فرقة مابشجعهاش بالذات اللي معايا ف نفس المدينة/اللي بتنافسني ع بطولة"""""""" '",neg
' @engmabbas موافقه جدا ',pos
' عايزة اطبطب على نفسي واقولها انتي تعبتي استحملتي كتير معلش ',neg
' @komos_homos ده احلى حاجة ع الصبح انا بحبه ♥ ',pos
' مواقع التواصل الاجتماعي الها سلبيات والها ايجابيات الوعي وحسن الاستحدام هو اللى بيخلينا نستفيد منها ضمن الحدود #3alahwa ',neu
"' """"""آنا مو محتاج من قلبك حنآن  انا قبل احتاجك ،، احتاج احتياجك !"""""""" '",neg
' اه ياا يوونس السوشيل ميديا كلها بقت  لكل حااجه والله  وقصه غريبه انهم ممكن يوافقوا يفضحووا نفسهم  #3alahwa !!! ',neg
' يخربيت **************... ع المسا ',neg
' -هتعمل اية بكرة ال Christmas ؟  -هتفرج علي Home alone ✌ ',neg
' @allooimk كسم ريال مدريد ياعم :D ',neg
' محتاجين إعادة تأهيل شاملة لذكرياتنا و نفسيتنا قبل 2015 ',neg
' الأهلي سيد الدوري http://t.co/w0ilC757i2 ',pos
' @Menoo0000  ده فار بجد مش لعبة وعندي وباكله كمان ',neu
' @Muhaabb @HamzaSalah1907 التمركز بتاع خط الضهر كله كان بليلة متقوليش هاني كان هايجبها ومتنساش أن في علق واقف جون يعني ',neg
' ولأنها شرقية ! لا تستغرب إذا قتلها الحنين ولن تأتي ✌ ',neg
' محدش هيهتم لو رجعت البيت دلقت جاز على جسمك الهالك وولعت مليت الحوض اخدت منوم وغرقت .. ',neg
' ومين فينا مانفسوش انه ينفصل عن العالم كله ويبعد عن كل الناس اللى فى حياته ولو لفتره صغيره يرتاح فيها شويه !! ',neg
' ايوا بقا . ',pos
' @ferofero19 هنعمل ايه لما مينا يسافر احنا هنضيع من غيره ',neg
' هار اسود على الناس لسه بتقولوا دعاء بتحب ممدوح البت لمامحمدسأل ليث وشك اتغير قالتله ليه ممدوح مش صاحبى اتهدوا  #DoaaElSebaii #StaracArabia ',neg
' وبيــنا معـآد ❤️ ',pos
' الحراره عندي 11  كم عندكم ؟ ',neu
' #افضل_الصور_اﻻرسناليه_فى_2014 هشتاق جديد الكل ينزل افضل صور لديه ',neu
' الاغنية حلوة فشخ. ',pos
' الصبر لسه ساكت يا ويلي من سكاته ',neg
' @AlharthiFawaz يافواز قول  لسعيدالشهير عيب تتريق علي شيخ اﻻزهر فى الطبخ نحن نحترم كل مشايخكم ونشاهدكم ',neg
